CASE_NUM,alpha,beta,gamma,RAE
1,0.324722995372732,0.31716309820687066,0.7513988493510365,0.3840130416635223
2,0.32498936731723016,0.3165084553460719,0.752450898951203,0.3863182308673595
3,0.323292149885999,0.3147896329356413,0.7524066776384827,0.3854053742037097
4,0.32126975187512985,0.3120960571313596,0.7523331265125901,0.3839392798794697
5,0.3195205992272311,0.31116571537242593,0.7521041328262922,0.3829191706964391
6,0.3195156169982143,0.3125065604042369,0.7525587344875145,0.3846963360827404
7,0.3169514078887781,0.3094180753485388,0.7522058434008138,0.38232058079038383
8,0.3140629910988547,0.3057388075464132,0.7517590598046724,0.37936689046535915
9,0.31174564124298687,0.3009029902846315,0.7519240085891155,0.37727493904639675
10,0.30912534372247147,0.2953522843714104,0.7465220911922876,0.37572596419801996
11,0.3082182762995192,0.29288115009623755,0.7471117938559075,0.37596137049960826
12,0.30470100263880345,0.2870646847869637,0.7408222347988647,0.37271580254731823
13,0.3025405737806167,0.2830755353800638,0.7348396177716491,0.37157015721811276
14,0.2974444033680525,0.27285622652516794,0.7338998833984182,0.36494250787887544
15,0.2934299860513328,0.2620728329209665,0.7276519075668151,0.3613982777753861
16,0.3267184445561607,0.3195908354860752,0.7519874908815156,0.3864863697163977
17,0.32514144706169934,0.31808250143623545,0.7519859155247006,0.3857942299591832
18,0.3234976734714245,0.3171685730103567,0.7518272480080693,0.3849796139648451
19,0.32314208110224946,0.3144044738013537,0.752887165301471,0.38631492432412906
20,0.32103455828626104,0.3121156284775783,0.7527086560534381,0.3847802595561183
21,0.3189752411388522,0.31073788119984397,0.7523801650808861,0.3832958384408745
22,0.31861826380896,0.31157049691174066,0.7527198228656288,0.3845471050643595
23,0.3156267142245146,0.30786386684679606,0.7522258157174037,0.3814972465260419
24,0.3131918491104013,0.3029165605705805,0.7523481438975854,0.37928552473550975
25,0.3105026286275544,0.2972193562558881,0.7469529121090348,0.3775842130153628
26,0.3073526467307892,0.2901829359117263,0.7470462891228385,0.37432839458389217
27,0.30576602092580774,0.2886338515384391,0.741210979869634,0.3742614049515859
28,0.3000598107837132,0.2801313409754008,0.7396398337604684,0.3664449166306361
29,0.2981227804461631,0.2741937911219179,0.7342223956665286,0.36619323547514654
30,0.29391714898106275,0.2631748545525217,0.7279414070836888,0.36241671390692465
31,0.3299309604005341,0.3235197741434311,0.7530135617230801,0.390662586775058
32,0.3270410441257835,0.32236626075483715,0.7571052857124106,0.3869811491418418
33,0.32525033493596883,0.3206831471043822,0.7570503216086227,0.38599896451364063
34,0.32337130663747854,0.31941161084533787,0.7568398577068092,0.3848200461948759
35,0.32272214124860354,0.3163133277629581,0.7578153812612177,0.3856928936556597
36,0.3206467318981671,0.31495351305140956,0.7574880029922513,0.3841488825487035
37,0.3191624813921495,0.311063045663799,0.7528291799037686,0.3844524976518846
38,0.31831056913961664,0.31123375584977925,0.7530110593787249,0.38498816373267053
39,0.31479720054907706,0.3067407846610029,0.7523232440097971,0.3810524324599739
40,0.3117029635477738,0.300735794461663,0.7522185308251086,0.3776906279086889
41,0.30831078515754895,0.2940006148240936,0.7465396980264758,0.3748667522225893
42,0.3078868396802864,0.28989669873857193,0.7420284742076431,0.37667592365679425
43,0.3020059557416189,0.28272528903901095,0.7401485131894261,0.36880220794105767
44,0.2999821123017253,0.27656724280262995,0.73474600447449,0.3683480921008804
45,0.2947709703044804,0.2655105319826875,0.7277462501892145,0.36278040704450265
136,0.33415095666400896,0.2933545115159157,0.7699694836014357,0.39276144019439096
137,0.35889557635847325,0.34881858921563164,0.7924780977720065,0.415291062453752
138,0.7285471046927966,0.42984749810253775,0.5556484983760672,0.47290708691655636
139,0.7521990574974586,0.4303064272875011,0.5570658428187002,0.474361999020006
140,0.7800935716304859,0.4337058819131887,0.5575596404883839,0.47659725753274496
141,0.8142560348120301,0.44885580191043933,0.5492427520362272,0.4848154664455943
142,0.8249233702874351,0.4995320236106559,0.5008524304289768,0.49929782553373137
143,0.8551968084584219,0.49953956956354095,0.5008550717391714,0.4992948470273913
144,0.8457436243569231,0.49953505353439953,0.5008530609700517,0.49929553746854183
145,0.8281722430789089,0.49952669571758146,0.5008498238536815,0.4992976450498643
146,0.8087850658336616,0.4995163167038413,0.5008467787387635,0.49929953208501854
147,0.8214670646721082,0.4464726548854631,0.5487137853143915,0.48386226141148064
148,0.8075478814311484,0.432753937572191,0.5618327516499563,0.47379490626265186
149,0.778999977969167,0.42833578477320255,0.5597313749988704,0.4734404159021675
150,0.7508954035560724,0.4292936811609028,0.5530139060393056,0.47509826363914953
151,0.3125830369210642,0.2517559341466793,0.7473656638218541,0.37271490457114903
152,0.34114796650903445,0.3054120831475209,0.7718946848255315,0.39679454232972083
153,0.7181228081712325,0.4298986533907847,0.5545935760428249,0.47229093295228886
154,0.7462790081354458,0.43096153949395566,0.5536932139942445,0.4757017719458018
155,0.7716826979966745,0.43016455688247346,0.5602231298224315,0.4737995723232296
156,0.7999511551543543,0.44276788130296635,0.5493785719303182,0.48396212178638887
157,0.8032435469815437,0.4999248216143711,0.5001348669335711,0.499888709243661
158,0.853214022363449,0.4999276011449519,0.5001365890642033,0.4998871668439339
159,0.8552068763407008,0.4999275205145924,0.5001362052946687,0.4998873063956791
160,0.8371626185673396,0.4999263284689693,0.5001352140302031,0.4998880780460942
161,0.8162371266229808,0.4999243918969912,0.5001347920679066,0.49988840040632576
162,0.7960248432922693,0.4999221447563446,0.5001345139395101,0.4998885572464337
163,0.8175464927062304,0.4336203973334092,0.5638001653427697,0.47302756041620875
164,0.7871842189169675,0.42831878517734273,0.5607111848046846,0.4735926016365828
165,0.7580314017021004,0.4284706181238854,0.553805674008886,0.47542764858552394
166,0.3090291549405794,0.24548391131920508,0.742508746951147,0.36966956611150065
167,0.33067957489797023,0.2836320425461647,0.7622140713452643,0.38745208691232297
168,0.7121952399036489,0.43075695938899533,0.5537619641257016,0.471984839992471
169,0.743179239773421,0.42960226552250347,0.5569140974278837,0.47293785233751084
170,0.7711489519737235,0.43061061839859044,0.5595142069091155,0.47385089134288577
171,0.8066518425755832,0.43597822013255577,0.5622545061323034,0.4745163703120145
172,0.8040090489053346,0.49824602686128183,0.5031237943731393,0.4974317323247315
173,0.852226187700734,0.4995204792915186,0.5009097977684459,0.49924858930399046
174,0.8578269907057128,0.499521054002174,0.5009089760528318,0.499247956359903
175,0.839286529176259,0.49951110479424243,0.500905503093849,0.49925060090359974
176,0.820189487991148,0.4982576028318096,0.5031222261982545,0.49742390779436424
177,0.7961108959625327,0.499482655468731,0.500898119903138,0.4992564651957895
178,0.8048182555376372,0.44341793263890755,0.5468308090470233,0.4848017018127311
179,0.7871137397391171,0.4309663656032175,0.5572250685703922,0.47597948046444044
180,0.7583811219582972,0.42712070904058913,0.5573897882092367,0.47304684957866483
226,0.32433460929799784,0.36771076640973954,0.580279472589837,0.40433126865598157
227,0.3219198999968427,0.36272489948889364,0.5891869812186361,0.40238214590517
228,0.3110569692300752,0.3545746142394233,0.6055126780437072,0.3960559870760967
229,0.3180205270068779,0.3515883373884948,0.6095594030384321,0.3978517535169386
230,0.27838170592656536,0.2977839737927064,0.6372268066917204,0.3689160874332325
231,0.28519599109059446,0.2956149831094417,0.6437413605768249,0.37136784124427813
232,0.2921582697212564,0.29337782272485985,0.6526677532054382,0.37319516346023224
233,0.3017415189615874,0.2910557997795959,0.6621287642647213,0.3758802566489525
234,0.3092332839017529,0.288884206196081,0.6769948334059005,0.3764538125474292
235,0.30702029073801973,0.286474027676365,0.7047614053474945,0.3704604346548072
236,0.2724005155887706,0.2593337253642627,0.7620923523257765,0.33367707949261255
237,0.6517165899892847,0.4377011046922474,0.5539585360276197,0.4638357750586413
238,0.8273453238231542,0.4369230748397676,0.5624355910597216,0.4656137731364774
239,0.9634988619023023,0.4999804231257352,0.5000457749046374,0.49996132758513
240,0.8515480835013222,0.4999748432414277,0.5000444324398535,0.49996345821292043
241,0.3113834976674961,0.35443247438091835,0.6052628410221438,0.39619687715398794
242,0.31901887951582925,0.3529106388923402,0.606481676140083,0.39867034900781295
243,0.2763057414469675,0.2988735785472484,0.6337689007941657,0.3682803612494304
244,0.2815411819987562,0.2973651728280212,0.6383063874429616,0.3703238177930301
245,0.28691726748555413,0.2950065761021343,0.6452601233379485,0.3720329891376519
246,0.29336431600256757,0.2933152629761093,0.6516220568993392,0.37405386876557467
247,0.29992628614095396,0.2912221871420144,0.6596162385228698,0.3757549887063432
248,0.30933398243760724,0.2898977376065253,0.6672787010720436,0.37831709810703046
249,0.31427229803440443,0.2877546782801492,0.6823971745734788,0.37760942113125945
